cbsa,metro_name,yr,qtr,index_nsa,index_sa
24860,"Greenville-Anderson, SC",2008,1,189.54,190.00
24860,"Greenville-Anderson, SC",2008,2,191.62,191.24
24860,"Greenville-Anderson, SC",2008,3,188.87,186.70
24860,"Greenville-Anderson, SC",2008,4,182.80,184.16
24860,"Greenville-Anderson, SC",2009,1,184.56,185.29
24860,"Greenville-Anderson, SC",2009,2,182.93,182.13
24860,"Greenville-Anderson, SC",2009,3,187.72,185.52
24860,"Greenville-Anderson, SC",2009,4,180.61,182.03
24860,"Greenville-Anderson, SC",2010,1,187.00,188.25
24860,"Greenville-Anderson, SC",2010,2,179.83,178.57
24860,"Greenville-Anderson, SC",2010,3,179.55,177.34
24860,"Greenville-Anderson, SC",2010,4,173.36,174.73
24860,"Greenville-Anderson, SC",2011,1,173.24,175.02
24860,"Greenville-Anderson, SC",2011,2,176.64,174.88
24860,"Greenville-Anderson, SC",2011,3,173.53,171.26
24860,"Greenville-Anderson, SC",2011,4,173.70,175.17
24860,"Greenville-Anderson, SC",2012,1,171.88,174.12
24860,"Greenville-Anderson, SC",2012,2,180.39,178.20
24860,"Greenville-Anderson, SC",2012,3,180.99,178.57
24860,"Greenville-Anderson, SC",2012,4,178.68,180.16
24860,"Greenville-Anderson, SC",2013,1,177.47,180.15
24860,"Greenville-Anderson, SC",2013,2,187.17,184.62
24860,"Greenville-Anderson, SC",2013,3,190.17,187.68
24860,"Greenville-Anderson, SC",2013,4,182.80,184.26
24860,"Greenville-Anderson, SC",2014,1,184.14,186.91
24860,"Greenville-Anderson, SC",2014,2,192.96,190.41
24860,"Greenville-Anderson, SC",2014,3,197.16,194.67
24860,"Greenville-Anderson, SC",2014,4,195.11,196.61
24860,"Greenville-Anderson, SC",2015,1,204.33,207.02
24860,"Greenville-Anderson, SC",2015,2,204.24,201.90
24860,"Greenville-Anderson, SC",2015,3,206.15,203.68
24860,"Greenville-Anderson, SC",2015,4,209.46,211.06
24860,"Greenville-Anderson, SC",2016,1,208.14,210.23
24860,"Greenville-Anderson, SC",2016,2,218.08,216.04
24860,"Greenville-Anderson, SC",2016,3,222.85,220.48
24860,"Greenville-Anderson, SC",2016,4,223.85,225.48
24860,"Greenville-Anderson, SC",2017,1,224.63,226.19
24860,"Greenville-Anderson, SC",2017,2,231.41,229.71
24860,"Greenville-Anderson, SC",2017,3,235.31,233.01
24860,"Greenville-Anderson, SC",2017,4,237.46,239.15
24860,"Greenville-Anderson, SC",2018,1,245.77,247.00
24860,"Greenville-Anderson, SC",2018,2,251.30,249.73
24860,"Greenville-Anderson, SC",2018,3,257.18,254.74
24860,"Greenville-Anderson, SC",2018,4,255.11,257.08
24860,"Greenville-Anderson, SC",2019,1,260.44,261.43
24860,"Greenville-Anderson, SC",2019,2,266.96,265.36
24860,"Greenville-Anderson, SC",2019,3,273.41,270.72
24860,"Greenville-Anderson, SC",2019,4,271.99,274.42
24860,"Greenville-Anderson, SC",2020,1,281.95,282.84
24860,"Greenville-Anderson, SC",2020,2,285.89,284.13
24860,"Greenville-Anderson, SC",2020,3,296.13,293.14
24860,"Greenville-Anderson, SC",2020,4,307.94,310.87
24860,"Greenville-Anderson, SC",2021,1,311.92,312.99
24860,"Greenville-Anderson, SC",2021,2,335.51,333.23
24860,"Greenville-Anderson, SC",2021,3,350.93,347.48
24860,"Greenville-Anderson, SC",2021,4,363.38,366.65
24860,"Greenville-Anderson, SC",2022,1,381.77,383.50
24860,"Greenville-Anderson, SC",2022,2,405.59,402.45
24860,"Greenville-Anderson, SC",2022,3,412.06,408.24
24860,"Greenville-Anderson, SC",2022,4,402.84,406.13
24860,"Greenville-Anderson, SC",2023,1,418.55,420.93
24860,"Greenville-Anderson, SC",2023,2,421.08,417.43
24860,"Greenville-Anderson, SC",2023,3,437.97,434.14
24860,"Greenville-Anderson, SC",2023,4,441.48,444.86
24860,"Greenville-Anderson, SC",2024,1,445.17,447.96
24860,"Greenville-Anderson, SC",2024,2,459.02,454.89
24860,"Greenville-Anderson, SC",2024,3,460.00,455.96
24860,"Greenville-Anderson, SC",2024,4,466.09,469.78
25540,"Hartford-East Hartford-Middletown, CT",1991,1,100.00,100.00
25540,"Hartford-East Hartford-Middletown, CT",1991,2,96.75,97.15
25540,"Hartford-East Hartford-Middletown, CT",1991,3,96.20,94.88
25540,"Hartford-East Hartford-Middletown, CT",1991,4,96.00,94.77
25540,"Hartford-East Hartford-Middletown, CT",1992,1,94.22,94.28
25540,"Hartford-East Hartford-Middletown, CT",1992,2,93.26,93.60
25540,"Hartford-East Hartford-Middletown, CT",1992,3,93.06,91.73
25540,"Hartford-East Hartford-Middletown, CT",1992,4,92.92,91.79
25540,"Hartford-East Hartford-Middletown, CT",1993,1,89.08,89.21
25540,"Hartford-East Hartford-Middletown, CT",1993,2,87.67,87.86
25540,"Hartford-East Hartford-Middletown, CT",1993,3,89.44,88.07
25540,"Hartford-East Hartford-Middletown, CT",1993,4,87.38,86.45
25540,"Hartford-East Hartford-Middletown, CT",1994,1,86.94,87.21
25540,"Hartford-East Hartford-Middletown, CT",1994,2,86.32,86.33
25540,"Hartford-East Hartford-Middletown, CT",1994,3,88.05,86.59
25540,"Hartford-East Hartford-Middletown, CT",1994,4,87.79,87.07
25540,"Hartford-East Hartford-Middletown, CT",1995,1,84.73,85.10
25540,"Hartford-East Hartford-Middletown, CT",1995,2,85.66,85.43
25540,"Hartford-East Hartford-Middletown, CT",1995,3,86.65,85.17
25540,"Hartford-East Hartford-Middletown, CT",1995,4,85.19,84.63
25540,"Hartford-East Hartford-Middletown, CT",1996,1,85.78,86.28
25540,"Hartford-East Hartford-Middletown, CT",1996,2,86.80,86.32
25540,"Hartford-East Hartford-Middletown, CT",1996,3,86.80,85.33
25540,"Hartford-East Hartford-Middletown, CT",1996,4,85.07,84.63
25540,"Hartford-East Hartford-Middletown, CT",1997,1,84.17,84.74
25540,"Hartford-East Hartford-Middletown, CT",1997,2,86.26,85.56
25540,"Hartford-East Hartford-Middletown, CT",1997,3,87.19,85.80
25540,"Hartford-East Hartford-Middletown, CT",1997,4,86.44,86.02
25540,"Hartford-East Hartford-Middletown, CT",1998,1,85.41,86.03
25540,"Hartford-East Hartford-Middletown, CT",1998,2,88.18,87.34
25540,"Hartford-East Hartford-Middletown, CT",1998,3,90.60,89.21
25540,"Hartford-East Hartford-Middletown, CT",1998,4,91.58,91.19
25540,"Hartford-East Hartford-Middletown, CT",1999,1,92.50,93.15
25540,"Hartford-East Hartford-Middletown, CT",1999,2,95.77,94.82
25540,"Hartford-East Hartford-Middletown, CT",1999,3,98.03,96.54
25540,"Hartford-East Hartford-Middletown, CT",1999,4,99.81,99.42
25540,"Hartford-East Hartford-Middletown, CT",2000,1,100.37,101.03
25540,"Hartford-East Hartford-Middletown, CT",2000,2,104.54,103.52
25540,"Hartford-East Hartford-Middletown, CT",2000,3,105.85,104.22
25540,"Hartford-East Hartford-Middletown, CT",2000,4,106.99,106.63
25540,"Hartford-East Hartford-Middletown, CT",2001,1,108.98,109.67
25540,"Hartford-East Hartford-Middletown, CT",2001,2,113.02,111.96
25540,"Hartford-East Hartford-Middletown, CT",2001,3,115.93,114.06
25540,"Hartford-East Hartford-Middletown, CT",2001,4,115.97,115.65
25540,"Hartford-East Hartford-Middletown, CT",2002,1,117.95,118.68
25540,"Hartford-East Hartford-Middletown, CT",2002,2,122.80,121.65
25540,"Hartford-East Hartford-Middletown, CT",2002,3,127.83,125.69
25540,"Hartford-East Hartford-Middletown, CT",2002,4,129.51,129.23
25540,"Hartford-East Hartford-Middletown, CT",2003,1,131.87,132.73
25540,"Hartford-East Hartford-Middletown, CT",2003,2,134.42,133.10
25540,"Hartford-East Hartford-Middletown, CT",2003,3,140.30,137.89
25540,"Hartford-East Hartford-Middletown, CT",2003,4,140.56,140.35
25540,"Hartford-East Hartford-Middletown, CT",2004,1,141.81,142.78
25540,"Hartford-East Hartford-Middletown, CT",2004,2,148.28,146.69
25540,"Hartford-East Hartford-Middletown, CT",2004,3,153.91,151.28
25540,"Hartford-East Hartford-Middletown, CT",2004,4,154.64,154.45
25540,"Hartford-East Hartford-Middletown, CT",2005,1,156.75,157.93
25540,"Hartford-East Hartford-Middletown, CT",2005,2,163.54,161.57
25540,"Hartford-East Hartford-Middletown, CT",2005,3,167.24,164.44
25540,"Hartford-East Hartford-Middletown, CT",2005,4,167.26,167.16
25540,"Hartford-East Hartford-Middletown, CT",2006,1,168.28,169.59
25540,"Hartford-East Hartford-Middletown, CT",2006,2,172.39,170.10
25540,"Hartford-East Hartford-Middletown, CT",2006,3,172.05,169.23
25540,"Hartford-East Hartford-Middletown, CT",2006,4,169.87,169.85
25540,"Hartford-East Hartford-Middletown, CT",2007,1,170.65,172.08
25540,"Hartford-East Hartford-Middletown, CT",2007,2,171.65,169.14
25540,"Hartford-East Hartford-Middletown, CT",2007,3,172.79,170.03
25540,"Hartford-East Hartford-Middletown, CT",2007,4,168.61,168.64
25540,"Hartford-East Hartford-Middletown, CT",2008,1,164.83,166.33
25540,"Hartford-East Hartford-Middletown, CT",2008,2,167.49,164.84
25540,"Hartford-East Hartford-Middletown, CT",2008,3,164.99,162.45
25540,"Hartford-East Hartford-Middletown, CT",2008,4,159.56,159.48
25540,"Hartford-East Hartford-Middletown, CT",2009,1,157.07,158.77
25540,"Hartford-East Hartford-Middletown, CT",2009,2,158.32,155.57
25540,"Hartford-East Hartford-Middletown, CT",2009,3,157.42,155.05
25540,"Hartford-East Hartford-Middletown, CT",2009,4,154.06,153.94
25540,"Hartford-East Hartford-Middletown, CT",2010,1,149.41,151.21
25540,"Hartford-East Hartford-Middletown, CT",2010,2,155.91,153.07
25540,"Hartford-East Hartford-Middletown, CT",2010,3,151.84,149.52
25540,"Hartford-East Hartford-Middletown, CT",2010,4,149.31,149.21
25540,"Hartford-East Hartford-Middletown, CT",2011,1,147.10,148.98
25540,"Hartford-East Hartford-Middletown, CT",2011,2,151.61,148.79
25540,"Hartford-East Hartford-Middletown, CT",2011,3,148.85,146.46
25540,"Hartford-East Hartford-Middletown, CT",2011,4,146.54,146.61
25540,"Hartford-East Hartford-Middletown, CT",2012,1,142.32,144.09
25540,"Hartford-East Hartford-Middletown, CT",2012,2,148.51,145.75
25540,"Hartford-East Hartford-Middletown, CT",2012,3,148.51,145.99
25540,"Hartford-East Hartford-Middletown, CT",2012,4,146.00,146.28
25540,"Hartford-East Hartford-Middletown, CT",2013,1,144.79,146.49
25540,"Hartford-East Hartford-Middletown, CT",2013,2,148.28,145.56
25540,"Hartford-East Hartford-Middletown, CT",2013,3,150.86,148.16
25540,"Hartford-East Hartford-Middletown, CT",2013,4,146.42,146.93
25540,"Hartford-East Hartford-Middletown, CT",2014,1,147.09,148.63
25540,"Hartford-East Hartford-Middletown, CT",2014,2,149.71,147.08
25540,"Hartford-East Hartford-Middletown, CT",2014,3,149.83,147.04
25540,"Hartford-East Hartford-Middletown, CT",2014,4,145.07,145.71
25540,"Hartford-East Hartford-Middletown, CT",2015,1,144.64,146.00
25540,"Hartford-East Hartford-Middletown, CT",2015,2,150.36,147.84
25540,"Hartford-East Hartford-Middletown, CT",2015,3,149.92,147.07
25540,"Hartford-East Hartford-Middletown, CT",2015,4,146.16,146.81
25540,"Hartford-East Hartford-Middletown, CT",2016,1,146.33,147.65
25540,"Hartford-East Hartford-Middletown, CT",2016,2,149.56,147.14
25540,"Hartford-East Hartford-Middletown, CT",2016,3,150.01,147.21
25540,"Hartford-East Hartford-Middletown, CT",2016,4,147.93,148.46
25540,"Hartford-East Hartford-Middletown, CT",2017,1,147.03,148.33
25540,"Hartford-East Hartford-Middletown, CT",2017,2,152.34,149.97
25540,"Hartford-East Hartford-Middletown, CT",2017,3,154.18,151.41
25540,"Hartford-East Hartford-Middletown, CT",2017,4,153.39,153.73
25540,"Hartford-East Hartford-Middletown, CT",2018,1,149.69,151.01
25540,"Hartford-East Hartford-Middletown, CT",2018,2,154.76,152.42
25540,"Hartford-East Hartford-Middletown, CT",2018,3,156.23,153.52
25540,"Hartford-East Hartford-Middletown, CT",2018,4,153.42,153.67
25540,"Hartford-East Hartford-Middletown, CT",2019,1,153.48,154.80
25540,"Hartford-East Hartford-Middletown, CT",2019,2,158.01,155.60
25540,"Hartford-East Hartford-Middletown, CT",2019,3,159.35,156.68
25540,"Hartford-East Hartford-Middletown, CT",2019,4,157.22,157.50
25540,"Hartford-East Hartford-Middletown, CT",2020,1,157.51,158.84
25540,"Hartford-East Hartford-Middletown, CT",2020,2,164.04,161.34
25540,"Hartford-East Hartford-Middletown, CT",2020,3,170.67,167.95
25540,"Hartford-East Hartford-Middletown, CT",2020,4,176.90,177.35
25540,"Hartford-East Hartford-Middletown, CT",2021,1,182.25,183.70
25540,"Hartford-East Hartford-Middletown, CT",2021,2,192.43,189.07
25540,"Hartford-East Hartford-Middletown, CT",2021,3,197.71,194.71
25540,"Hartford-East Hartford-Middletown, CT",2021,4,200.23,200.87
25540,"Hartford-East Hartford-Middletown, CT",2022,1,206.46,208.01
25540,"Hartford-East Hartford-Middletown, CT",2022,2,220.57,216.57
25540,"Hartford-East Hartford-Middletown, CT",2022,3,219.98,216.78
25540,"Hartford-East Hartford-Middletown, CT",2022,4,216.31,217.04
25540,"Hartford-East Hartford-Middletown, CT",2023,1,221.81,223.41
25540,"Hartford-East Hartford-Middletown, CT",2023,2,238.71,234.35
25540,"Hartford-East Hartford-Middletown, CT",2023,3,239.06,235.63
25540,"Hartford-East Hartford-Middletown, CT",2023,4,244.69,245.55
25540,"Hartford-East Hartford-Middletown, CT",2024,1,248.71,250.43
25540,"Hartford-East Hartford-Middletown, CT",2024,2,257.64,252.98
25540,"Hartford-East Hartford-Middletown, CT",2024,3,265.27,261.53
25540,"Hartford-East Hartford-Middletown, CT",2024,4,267.73,268.58
26420,"Houston-The Woodlands-Sugar Land, TX",1991,1,100.00,100.00
26420,"Houston-The Woodlands-Sugar Land, TX",1991,2,100.64,100.10
26420,"Houston-The Woodlands-Sugar Land, TX",1991,3,101.34,100.38
26420,"Houston-The Woodlands-Sugar Land, TX",1991,4,101.20,100.71
26420,"Houston-The Woodlands-Sugar Land, TX",1992,1,102.55,102.57
26420,"Houston-The Woodlands-Sugar Land, TX",1992,2,102.52,101.96
26420,"Houston-The Woodlands-Sugar Land, TX",1992,3,103.69,102.68
26420,"Houston-The Woodlands-Sugar Land, TX",1992,4,104.07,103.58
26420,"Houston-The Woodlands-Sugar Land, TX",1993,1,103.71,103.76
26420,"Houston-The Woodlands-Sugar Land, TX",1993,2,104.86,104.26
26420,"Houston-The Woodlands-Sugar Land, TX",1993,3,105.77,104.73
26420,"Houston-The Woodlands-Sugar Land, TX",1993,4,105.82,105.34
26420,"Houston-The Woodlands-Sugar Land, TX",1994,1,105.33,105.44
26420,"Houston-The Woodlands-Sugar Land, TX",1994,2,106.22,105.54
26420,"Houston-The Woodlands-Sugar Land, TX",1994,3,107.39,106.33
26420,"Houston-The Woodlands-Sugar Land, TX",1994,4,105.97,105.52
26420,"Houston-The Woodlands-Sugar Land, TX",1995,1,105.51,105.64
26420,"Houston-The Woodlands-Sugar Land, TX",1995,2,106.81,106.06
26420,"Houston-The Woodlands-Sugar Land, TX",1995,3,107.51,106.46
26420,"Houston-The Woodlands-Sugar Land, TX",1995,4,107.09,106.68
26420,"Houston-The Woodlands-Sugar Land, TX",1996,1,107.27,107.40
26420,"Houston-The Woodlands-Sugar Land, TX",1996,2,108.62,107.79
26420,"Houston-The Woodlands-Sugar Land, TX",1996,3,109.36,108.33
26420,"Houston-The Woodlands-Sugar Land, TX",1996,4,109.47,109.09
26420,"Houston-The Woodlands-Sugar Land, TX",1997,1,109.22,109.32
26420,"Houston-The Woodlands-Sugar Land, TX",1997,2,111.48,110.59
26420,"Houston-The Woodlands-Sugar Land, TX",1997,3,112.26,111.26
26420,"Houston-The Woodlands-Sugar Land, TX",1997,4,112.97,112.58
26420,"Houston-The Woodlands-Sugar Land, TX",1998,1,115.24,115.31
26420,"Houston-The Woodlands-Sugar Land, TX",1998,2,117.84,116.87
26420,"Houston-The Woodlands-Sugar Land, TX",1998,3,120.62,119.63
26420,"Houston-The Woodlands-Sugar Land, TX",1998,4,122.42,121.99
26420,"Houston-The Woodlands-Sugar Land, TX",1999,1,124.31,124.30
26420,"Houston-The Woodlands-Sugar Land, TX",1999,2,127.86,126.83
26420,"Houston-The Woodlands-Sugar Land, TX",1999,3,130.38,129.37
26420,"Houston-The Woodlands-Sugar Land, TX",1999,4,133.44,132.98
26420,"Houston-The Woodlands-Sugar Land, TX",2000,1,134.94,134.85
26420,"Houston-The Woodlands-Sugar Land, TX",2000,2,138.43,137.33
26420,"Houston-The Woodlands-Sugar Land, TX",2000,3,140.52,139.50
26420,"Houston-The Woodlands-Sugar Land, TX",2000,4,141.25,140.78
26420,"Houston-The Woodlands-Sugar Land, TX",2001,1,143.42,143.20
26420,"Houston-The Woodlands-Sugar Land, TX",2001,2,146.24,145.12
26420,"Houston-The Woodlands-Sugar Land, TX",2001,3,147.78,146.73
26420,"Houston-The Woodlands-Sugar Land, TX",2001,4,149.00,148.58
26420,"Houston-The Woodlands-Sugar Land, TX",2002,1,150.00,149.66
26420,"Houston-The Woodlands-Sugar Land, TX",2002,2,152.05,150.91
26420,"Houston-The Woodlands-Sugar Land, TX",2002,3,153.44,152.36
26420,"Houston-The Woodlands-Sugar Land, TX",2002,4,154.98,154.62
26420,"Houston-The Woodlands-Sugar Land, TX",2003,1,156.06,155.57
26420,"Houston-The Woodlands-Sugar Land, TX",2003,2,157.70,156.58
26420,"Houston-The Woodlands-Sugar Land, TX",2003,3,158.78,157.62
26420,"Houston-The Woodlands-Sugar Land, TX",2003,4,158.57,158.28
26420,"Houston-The Woodlands-Sugar Land, TX",2004,1,161.31,160.73
26420,"Houston-The Woodlands-Sugar Land, TX",2004,2,163.23,162.11
26420,"Houston-The Woodlands-Sugar Land, TX",2004,3,164.98,163.76
26420,"Houston-The Woodlands-Sugar Land, TX",2004,4,165.17,164.86
26420,"Houston-The Woodlands-Sugar Land, TX",2005,1,167.76,167.19
26420,"Houston-The Woodlands-Sugar Land, TX",2005,2,170.99,169.85
26420,"Houston-The Woodlands-Sugar Land, TX",2005,3,172.53,171.17
26420,"Houston-The Woodlands-Sugar Land, TX",2005,4,175.72,175.33
26420,"Houston-The Woodlands-Sugar Land, TX",2006,1,178.93,178.52
26420,"Houston-The Woodlands-Sugar Land, TX",2006,2,181.30,180.02
26420,"Houston-The Woodlands-Sugar Land, TX",2006,3,184.40,182.88
26420,"Houston-The Woodlands-Sugar Land, TX",2006,4,185.53,185.02
26420,"Houston-The Woodlands-Sugar Land, TX",2007,1,188.56,188.41
26420,"Houston-The Woodlands-Sugar Land, TX",2007,2,191.76,190.28
26420,"Houston-The Woodlands-Sugar Land, TX",2007,3,193.43,191.75
26420,"Houston-The Woodlands-Sugar Land, TX",2007,4,194.52,193.91
26420,"Houston-The Woodlands-Sugar Land, TX",2008,1,192.64,192.82
26420,"Houston-The Woodlands-Sugar Land, TX",2008,2,191.78,190.09
26420,"Houston-The Woodlands-Sugar Land, TX",2008,3,198.51,196.75
26420,"Houston-The Woodlands-Sugar Land, TX",2008,4,194.11,193.49
26420,"Houston-The Woodlands-Sugar Land, TX",2009,1,191.74,192.15
26420,"Houston-The Woodlands-Sugar Land, TX",2009,2,196.79,194.86
26420,"Houston-The Woodlands-Sugar Land, TX",2009,3,197.93,196.11
26420,"Houston-The Woodlands-Sugar Land, TX",2009,4,197.26,196.74
26420,"Houston-The Woodlands-Sugar Land, TX",2010,1,198.35,198.91
26420,"Houston-The Woodlands-Sugar Land, TX",2010,2,201.30,199.09
26420,"Houston-The Woodlands-Sugar Land, TX",2010,3,199.43,197.64
26420,"Houston-The Woodlands-Sugar Land, TX",2010,4,196.98,196.59
26420,"Houston-The Woodlands-Sugar Land, TX",2011,1,189.59,190.05
26420,"Houston-The Woodlands-Sugar Land, TX",2011,2,200.01,197.76
26420,"Houston-The Woodlands-Sugar Land, TX",2011,3,196.29,194.56
26420,"Houston-The Woodlands-Sugar Land, TX",2011,4,197.67,197.36
26420,"Houston-The Woodlands-Sugar Land, TX",2012,1,201.24,201.62
26420,"Houston-The Woodlands-Sugar Land, TX",2012,2,209.21,206.88
26420,"Houston-The Woodlands-Sugar Land, TX",2012,3,215.32,213.44
26420,"Houston-The Woodlands-Sugar Land, TX",2012,4,216.14,215.82
26420,"Houston-The Woodlands-Sugar Land, TX",2013,1,222.64,222.98
26420,"Houston-The Woodlands-Sugar Land, TX",2013,2,231.34,228.91
26420,"Houston-The Woodlands-Sugar Land, TX",2013,3,233.99,231.80
26420,"Houston-The Woodlands-Sugar Land, TX",2013,4,241.60,241.29
26420,"Houston-The Woodlands-Sugar Land, TX",2014,1,246.79,247.22
26420,"Houston-The Woodlands-Sugar Land, TX",2014,2,252.80,250.16
26420,"Houston-The Woodlands-Sugar Land, TX",2014,3,258.98,256.45
26420,"Houston-The Woodlands-Sugar Land, TX",2014,4,266.30,266.00
26420,"Houston-The Woodlands-Sugar Land, TX",2015,1,261.62,262.11
26420,"Houston-The Woodlands-Sugar Land, TX",2015,2,272.10,269.30
26420,"Houston-The Woodlands-Sugar Land, TX",2015,3,276.20,273.29
26420,"Houston-The Woodlands-Sugar Land, TX",2015,4,272.22,272.09
26420,"Houston-The Woodlands-Sugar Land, TX",2016,1,271.47,271.99
26420,"Houston-The Woodlands-Sugar Land, TX",2016,2,277.68,274.82
26420,"Houston-The Woodlands-Sugar Land, TX",2016,3,280.23,277.07
26420,"Houston-The Woodlands-Sugar Land, TX",2016,4,279.54,279.73
26420,"Houston-The Woodlands-Sugar Land, TX",2017,1,282.47,282.85
26420,"Houston-The Woodlands-Sugar Land, TX",2017,2,289.27,286.31
26420,"Houston-The Woodlands-Sugar Land, TX",2017,3,286.28,282.86
26420,"Houston-The Woodlands-Sugar Land, TX",2017,4,292.32,292.99
26420,"Houston-The Woodlands-Sugar Land, TX",2018,1,294.33,294.36
26420,"Houston-The Woodlands-Sugar Land, TX",2018,2,298.90,295.79
26420,"Houston-The Woodlands-Sugar Land, TX",2018,3,301.52,298.02
26420,"Houston-The Woodlands-Sugar Land, TX",2018,4,296.68,297.68
26420,"Houston-The Woodlands-Sugar Land, TX",2019,1,301.79,301.35
26420,"Houston-The Woodlands-Sugar Land, TX",2019,2,307.83,304.69
26420,"Houston-The Woodlands-Sugar Land, TX",2019,3,313.57,310.09
26420,"Houston-The Woodlands-Sugar Land, TX",2019,4,308.90,310.12
26420,"Houston-The Woodlands-Sugar Land, TX",2020,1,314.55,313.73
26420,"Houston-The Woodlands-Sugar Land, TX",2020,2,320.37,317.20
26420,"Houston-The Woodlands-Sugar Land, TX",2020,3,325.47,321.94
26420,"Houston-The Woodlands-Sugar Land, TX",2020,4,330.89,332.21
26420,"Houston-The Woodlands-Sugar Land, TX",2021,1,343.47,342.47
26420,"Houston-The Woodlands-Sugar Land, TX",2021,2,355.07,351.59
26420,"Houston-The Woodlands-Sugar Land, TX",2021,3,366.45,362.54
26420,"Houston-The Woodlands-Sugar Land, TX",2021,4,374.88,376.17
26420,"Houston-The Woodlands-Sugar Land, TX",2022,1,391.55,390.64
26420,"Houston-The Woodlands-Sugar Land, TX",2022,2,403.56,399.57
26420,"Houston-The Woodlands-Sugar Land, TX",2022,3,408.56,404.25
26420,"Houston-The Woodlands-Sugar Land, TX",2022,4,412.51,413.55
26420,"Houston-The Woodlands-Sugar Land, TX",2023,1,409.65,409.11
26420,"Houston-The Woodlands-Sugar Land, TX",2023,2,423.20,418.99
26420,"Houston-The Woodlands-Sugar Land, TX",2023,3,428.23,423.63
26420,"Houston-The Woodlands-Sugar Land, TX",2023,4,425.05,425.81
26420,"Houston-The Woodlands-Sugar Land, TX",2024,1,425.88,425.76
26420,"Houston-The Woodlands-Sugar Land, TX",2024,2,433.00,428.69
26420,"Houston-The Woodlands-Sugar Land, TX",2024,3,437.99,433.12
26420,"Houston-The Woodlands-Sugar Land, TX",2024,4,434.47,435.05
26900,"Indianapolis-Carmel-Anderson, IN",1991,1,100.00,100.00
26900,"Indianapolis-Carmel-Anderson, IN",1991,2,99.86,99.71
26900,"Indianapolis-Carmel-Anderson, IN",1991,3,100.44,100.39
26900,"Indianapolis-Carmel-Anderson, IN",1991,4,101.53,101.62
26900,"Indianapolis-Carmel-Anderson, IN",1992,1,102.88,102.92
26900,"Indianapolis-Carmel-Anderson, IN",1992,2,104.09,103.95
26900,"Indianapolis-Carmel-Anderson, IN",1992,3,104.43,104.34
26900,"Indianapolis-Carmel-Anderson, IN",1992,4,104.93,104.97
26900,"Indianapolis-Carmel-Anderson, IN",1993,1,106.38,106.55
26900,"Indianapolis-Carmel-Anderson, IN",1993,2,108.10,107.92
26900,"Indianapolis-Carmel-Anderson, IN",1993,3,109.22,109.07
26900,"Indianapolis-Carmel-Anderson, IN",1993,4,110.15,110.13
26900,"Indianapolis-Carmel-Anderson, IN",1994,1,110.52,110.87
26900,"Indianapolis-Carmel-Anderson, IN",1994,2,111.72,111.48
26900,"Indianapolis-Carmel-Anderson, IN",1994,3,112.94,112.72
26900,"Indianapolis-Carmel-Anderson, IN",1994,4,114.00,113.94
26900,"Indianapolis-Carmel-Anderson, IN",1995,1,114.05,114.57
26900,"Indianapolis-Carmel-Anderson, IN",1995,2,115.16,114.86
26900,"Indianapolis-Carmel-Anderson, IN",1995,3,117.22,116.95
26900,"Indianapolis-Carmel-Anderson, IN",1995,4,117.38,117.27
26900,"Indianapolis-Carmel-Anderson, IN",1996,1,117.02,117.67
26900,"Indianapolis-Carmel-Anderson, IN",1996,2,119.85,119.49
26900,"Indianapolis-Carmel-Anderson, IN",1996,3,120.54,120.24
26900,"Indianapolis-Carmel-Anderson, IN",1996,4,120.53,120.43
26900,"Indianapolis-Carmel-Anderson, IN",1997,1,119.75,120.44
26900,"Indianapolis-Carmel-Anderson, IN",1997,2,122.06,121.69
26900,"Indianapolis-Carmel-Anderson, IN",1997,3,122.43,122.07
26900,"Indianapolis-Carmel-Anderson, IN",1997,4,122.67,122.64
26900,"Indianapolis-Carmel-Anderson, IN",1998,1,123.23,123.88
26900,"Indianapolis-Carmel-Anderson, IN",1998,2,124.82,124.49
26900,"Indianapolis-Carmel-Anderson, IN",1998,3,125.61,125.15
26900,"Indianapolis-Carmel-Anderson, IN",1998,4,127.43,127.51
26900,"Indianapolis-Carmel-Anderson, IN",1999,1,128.05,128.64
26900,"Indianapolis-Carmel-Anderson, IN",1999,2,130.46,130.20
26900,"Indianapolis-Carmel-Anderson, IN",1999,3,132.00,131.41
26900,"Indianapolis-Carmel-Anderson, IN",1999,4,132.53,132.73
26900,"Indianapolis-Carmel-Anderson, IN",2000,1,133.86,134.41
26900,"Indianapolis-Carmel-Anderson, IN",2000,2,135.12,134.90
26900,"Indianapolis-Carmel-Anderson, IN",2000,3,137.30,136.56
26900,"Indianapolis-Carmel-Anderson, IN",2000,4,136.25,136.55
26900,"Indianapolis-Carmel-Anderson, IN",2001,1,137.73,138.35
26900,"Indianapolis-Carmel-Anderson, IN",2001,2,138.30,138.06
26900,"Indianapolis-Carmel-Anderson, IN",2001,3,140.79,139.89
26900,"Indianapolis-Carmel-Anderson, IN",2001,4,141.57,141.96
26900,"Indianapolis-Carmel-Anderson, IN",2002,1,141.85,142.64
26900,"Indianapolis-Carmel-Anderson, IN",2002,2,144.73,144.38
26900,"Indianapolis-Carmel-Anderson, IN",2002,3,145.55,144.50
26900,"Indianapolis-Carmel-Anderson, IN",2002,4,143.75,144.13
26900,"Indianapolis-Carmel-Anderson, IN",2003,1,145.58,146.70
26900,"Indianapolis-Carmel-Anderson, IN",2003,2,147.08,146.55
